,title,revenue
745,AVP: Alien vs. Predator,139505231.34013692
746,Down Terrace,126436.42453395367
747,Infinitely Polar Bear,1117281.0407287476
748,Pacific Heights,2349867.6473875106
749,Three,63571.46131717611
750,Valhalla Rising,5970414.067649825
751,Morphine,1981617.4132391913
752,Talk to Me,3881395.5839856723
753,Borat: Cultural Learnings of America for Make Benefit Glorious Nation of Kazakhstan,27198543.297483783
754,Cloverfield,46361174.06353442
755,Z,1357703.1266909281
756,The Chronicles of Narnia: The Voyage of the Dawn Treader,265947012.10984164
757,A Time to Kill,103305195.97959022
758,Vamp,1713726.5243628244
759,Rock of Ages,133706908.14933142
760,Ricki and the Flash,21301328.538235705
761,Live Free or Die Hard,252739380.18443376
762,Bulworth,15726513.32816679
763,Blindness,14809380.439183434
764,Stormy Monday,790107.1513240945
765,Song One,1569119.832036129
766,The Pink Panther Strikes Again,19324742.05682746
767,Kuch Kuch Hota Hai,5440531.788915077
768,The Journey of Natty Gann,2157224.9758862457
769,Slow West,1150665.0461917855
770,School for Scoundrels,33496646.42609145
771,The Octagon,6536299.840139886
772,Project X,7268207.715989614
773,Frenzy,9081214.067541426
774,Sully,118499665.28231469
775,Unfaithful,73629701.30740055
776,Vizontele Tuuba,1016701.3475428546
777,Alive,243204.51168612728
778,Weird Science,2243679.0487793973
779,Hungry Hearts,384009.9991183978
780,The Omen,22695357.93010408
781,Pizza,523864.157573389
782,FearDotCom,11628185.86357956
783,Kidulthood,1837645.9315143435
784,G.I. Joe: The Rise of Cobra,289199461.30243343
785,The Wraith,3277725.0003435463
786,Catwoman,129229702.65747112
787,The Hunger Games: Mockingjay - Part 1,427984597.1859472
788,College Road Trip,9929317.272143764
789,Time,279223.200264327
790,Girl 6,12965207.631995428
791,Waking Sleeping Beauty,111717.38327800995
792,Prospero's Books,578904.0806838295
793,Table For Five,1445396.5717464036
794,Ghost in the Shell,121888321.99040484
795,A Conspiracy of Faith,5968667.526776271
796,Delicatessen,5796241.440155163
797,Beethoven's 2nd,38448083.96243018
798,In the Army Now,9296771.929609194
799,Original Gangstas,728877.3118220328
800,For Richer or Poorer,68873851.203655
801,Closet Monster,319692.8850400127
802,Sinbad and the Eye of the Tiger,8792614.399088312
803,Standing Ovation,105293.30540223542
804,For Love or Money,66490.13136870354
805,Grease 2,78796080.583164
806,Le Chef,1006772.4029364759
807,Death of a President,486021.687086187
808,Now and Then,28005075.938003
809,Pride,2002895.9268570242
810,Singles,13249109.870183624
811,Safety Not Guaranteed,865564.4565842308
812,The Cheat,39138.90456019848
813,Crumb,807962.808547633
814,12 Years a Slave,69518139.33682334
815,Cheaper by the Dozen 2,91903603.42110725
816,Star Wars,111683506.80323748
817,Victor Frankenstein,65533698.142632626
818,Once Upon a Time in the West,13769614.492725493
819,The Intern,92444947.86600208
820,Ballerina,29466778.783989884
821,Mohenjo Daro,7417362.284766744
822,The Legend of the Lone Ranger,4246304.92500057
823,StreetDance 3D,4713474.605866972
824,Mr. Magorium's Wonder Emporium,1886035.2903326985
825,Carrie,66729721.53544103
826,Evolution,42115079.12010745
827,Facing the Giants,6002654.436820948
828,"Jails, Hospitals & Hip-Hop",28596.943366340307
829,The Golden Child,33414993.54014003
830,Falling From Grace,210611.4390386527
831,Stardust,160714917.0566808
832,Fair Game,22642741.01232132
833,The Lady,6142222.223650489
834,"Farewell, My Lovely",1309365.6492313696
835,Men with Brooms,2064387.4529014782
836,Selma,25907251.81849145
837,Before I Fall,3486144.504766206
838,Kidnapping Mr. Heineken,705199.5176816435
839,Geronimo: An American Legend,15854464.717220673
840,The Way of the Dragon,1033478.8418807363
841,In a World...,934955.2752795347
842,My Way,25755167.838318102
843,The Inkwell,4187781.6225440158
844,Nasty Old People,73646.75347175586
845,For All Mankind,250500.49299890862
846,Jinn,371622.2493213541
847,Good Time,792440.3251265334
848,Courage Under Fire,75220988.23114075
849,9th Company,10761438.984577904
850,Center Stage,64710514.724931546
851,It's Alive,1322188.7461385897
852,Step Up All In,91464468.88938707
853,Euphoria,133965.84577286887
854,Once I Was a Beehive,388920.062012678
855,Revenge,19311573.97472421
856,The Legend of Tarzan,334761775.93788517
857,Moondance Alexander,89945.84699980808
858,Grosse Pointe Blank,11949849.256343927
859,Playing God,24284587.45891258
860,Fiddler on the Roof,27828109.6964228
861,King of New York,4407711.580839495
862,The Thomas Crown Affair,67782293.67837305
863,Kidnap,8436086.16471863
864,Gran Torino,78300529.75041828
865,Man's Best Friend,6962698.688866442
866,Dragon Wars: D-War,14512425.997313794
867,Inside Job,3478283.2508199555
868,J. Edgar,42186970.26825042
869,Grudge Match,83940460.00115651
870,Doctor Strange,373690186.88598347
871,The Idiots,4929216.180482515
872,Far from Heaven,14184353.374032248
873,Stage Beauty,764282.0125717446
874,A Walk Among the Tombstones,34803548.00741905
875,Lights of New York,148756.58065474866
876,The Great Mouse Detective,26061316.322102744
877,Die Hard,106870432.6226209
878,Men in Black II,220629035.70734438
879,The Marrying Man,12139629.740820609
880,Dr. Bronner's Magic Soapbox,68965.89269355935
881,Eddie and the Cruisers,964440.1127578611
882,Love and the City,942241.2270732189
883,The Lost World: Jurassic Park,101690018.36013752
884,For Greater Glory - The True Story of Cristiada,6033636.09794144
885,John Tucker Must Die,29517593.47066948
886,In the Heat of the Night,15126218.528118035
887,English Vinglish,3768809.6368355714
888,Operation Mekong,2176729.14931829
889,RED,159413969.2340842
890,The Sword and the Sorcerer,3245035.8898193245
891,360,4586917.253741189
892,Madagascar: Escape 2 Africa,219713781.1222973
893,Rush,50549658.47465899
894,Notes on a Scandal,22556486.25273523
895,Oldboy,24855680.473115318
896,All Dogs Go to Heaven 2,12407668.891681345
897,The End of the Affair,23899079.570609353
898,Suicide Squad,308831618.52594244
899,Snow White and the Seven Dwarfs,4686693.960828908
900,Vixen!,1045658.0603666648
901,Double Happiness,190582.16021460397
902,Knight of Cups,1189772.7161280503
903,King of Kings,6722294.047298581
904,Sunshine Cleaning,3383876.4617229216
905,Conan the Barbarian,66857925.792608455
906,Chak De! India,701944.9868106792
907,Death Note: The Last Name,6576743.983508001
908,Claire of the Moon,658619.2276138894
909,M*A*S*H,11600143.65404831
910,Valentino,1159469.016435181
911,Neighbors,9782165.107944492
912,13 Going on 30,80740010.42296576
913,Rumble Fish,18993839.56906596
914,Independence Day,331015212.06642383
915,Winnebago Man,92836.8138858704
916,A Guide To Recognizing Your Saints,3875021.538528871
917,A Low Down Dirty Shame,4693936.175319653
918,The Grand Budapest Hotel,63492733.086704634
919,Staying Alive,22159832.627908118
920,The Strange Color of Your Body's Tears,123130.96471149262
921,How Stella Got Her Groove Back,14701745.344449004
922,She's Out of My League,44508232.032552674
923,Commando,19762682.906227633
924,Batman Forever,186422756.83646962
925,Hell Ride,3153621.4608028554
926,The Devil Wears Prada,75227048.8572518
927,Almost Famous,82156199.6049519
928,Star Trek VI: The Undiscovered Country,45367285.05089662
929,Barbie in A Mermaid Tale 2,1544239.3829721361
930,Chicken with Plums,1706205.4245296384
931,The Puppet Masters,11896918.97851027
932,Elegy,15418014.299715038
933,Hocus Pocus,43321857.785484955
934,Assisted Living,65209.44119647154
935,ABCD (Any Body Can Dance),369075.47104454227
936,Antz,110039856.58582705
937,Ernest Saves Christmas,7781459.191999178
938,All Dogs Go to Heaven,43241263.99810037
939,F.C. De Kampioenen: Kampioen zijn blijft plezant,2685853.3484479873
940,Wild at Heart,4353499.100605964
941,Ghost Rider,129431565.79395173
942,Rogue One: A Star Wars Story,574974930.4018586
943,Joe Kidd,11504646.620631488
944,Chronicle,26834635.79703086
945,Crossing Delancey,4143389.6316751833
946,Big Momma's House,78942310.19704884
947,You Can't Take It With You,2763036.120884692
948,The Rewrite,459842.9936688439
949,Una,728712.7257593132
950,Play Misty for Me,11162123.393111747
951,RoboCop 3,56064138.0517731
952,The Forbidden Kingdom,60609301.53080933
953,Shrek 2,357157699.8228861
954,Tae Guk Gi: The Brotherhood of War,3562325.461799197
955,Billy Lynn's Long Halftime Walk,48850171.63654069
956,Reversal of Fortune,2859343.034514794
957,Stitches,1238914.3698429991
958,Eyes of Laura Mars,4616782.517798813
959,Tap,2888988.7781192167
960,Saving Silverman,29973343.873306237
961,Cold in July,1161080.8941663525
962,Layer Cake,7623237.499332702
963,Transformers: Age of Extinction,691199916.7599324
964,I Spy,83476925.27991371
965,Escobar: Paradise Lost,16105520.874199193
966,Treasure Planet,257858344.827237
967,Bulletproof,21839399.926069815
968,Coupe de Ville,5007083.457265581
969,A Nightmare on Elm Street 5: The Dream Child,25932989.578221362
970,Tomcats,14404750.427623942
971,In Her Shoes,9144158.723046118
972,Bedknobs and Broomsticks,27471566.639319792
973,Erkan & Stefan 2,1156737.1858814694
974,The Hunt for Red October,123313044.39828546
975,The Lincoln Lawyer,65778617.664747976
976,Event Horizon,64861691.61848742
977,Hellboy,145745735.03621346
978,Blue Collar,6770491.110101448
979,The Look of Silence,322792.4673577663
980,The Opposite Sex,659148.84543219
981,Touch of Evil,3242083.313596391
982,Devil,14789261.995255718
983,Non-Stop,76373227.87256198
984,The Invitation,813209.0728822657
985,The Amazing Spider-Man,742850581.1976719
986,Battlefield Earth,22768250.60625866
987,The Joy Luck Club,7266376.9440895505
988,Escape to Victory,16023080.297919331
989,Rock the Kasbah,20878576.838604063
990,Detachment,131356.00283634278
991,The Perfect Holiday,174772.4439224783
992,Damnation Alley,7674804.041723973
993,An Unfinished Life,49624744.8744027
994,Blue Crush,57697700.59684877
995,The Crow,62463399.00000329
996,The East,6917731.025564967
997,Shanghai Knights,108986718.66756299
998,Bat*21,16581399.920208871
999,Pinocchio,48304842.59116128
1000,Blue Is the Warmest Color,1174441.206577951
1001,Red Cliff,93516513.80206805
1002,Manufactured Landscapes,106805.8366213488
1003,The House Bunny,45196009.69667962
1004,Citizen,82657.6024508076
1005,The Bank Job,30907158.237417664
1006,"'night, Mother",737807.9482658983
1007,Atlantic City,2739338.920711118
1008,While We're Young,3854897.097124374
1009,Leader,312225.4073866971
1010,Monster,7710184.952101141
1011,The Kid,132828687.93632016
1012,Scream 2,63589278.18155331
1013,The Hunting Ground,130716.53767394806
1014,The Mothman Prophecies,33831736.33483764
1015,The American,13090485.79862142
1016,The Paperboy,5912222.589551542
1017,The Count of Monte Cristo,72432400.59099661
1018,Cast Away,206326904.43554413
1019,Eat Drink Man Woman,1274948.786219467
1020,30 Days of Night,63935176.336786225
1021,Fierce Creatures,10484699.723848678
1022,Big Fish,161971618.5188069
1023,Short Circuit,29437786.120559685
1024,God's Pocket,118960.38926359673
1025,Scream,62364150.99929979
1026,Trespass,14232927.727103079
1027,PEEPLI [Live],1850893.1353964973
1028,I Come,192504.75066763043
1029,The Rookie,27788147.08059349
1030,Killer Elite,47626385.96445666
1031,Equity,110076.99868363408
1032,When Will I Be Loved,145972.9471546629
1033,Phoenix,729850.4136932117
1034,Friday Night Lights,27145013.321922787
1035,Highwaymen,3568329.7346243616
1036,Short Cuts,4227714.166044132
1037,Mirrormask,1959225.8248526403
1038,Adventures in Babysitting,11841756.765653474
1039,Matewan,3814560.938587303
1040,Ajab Prem Ki Ghazab Kahani,46141.555684529376
1041,Boiler Room,49499273.83421421
1042,Lootera,5949108.8011117205
1043,The Big Year,83730015.47510564
1044,Nightcrawler,13214799.955562133
1045,The Squid and the Whale,1314014.158169491
1046,Star Trek Into Darkness,370768653.04370034
1047,The Lair of the White Worm,3890090.9502197923
1048,Aquí Entre Nos,99136.49008086853
1049,Z for Zachariah,589811.3440259475
1050,Mission: Impossible - Rogue Nation,424169238.20716715
1051,The Berlin File,7580328.104254504
1052,"Silent Night, Deadly Night II",954289.8100845589
1053,Bamako,916307.1462131466
1054,The Yellow Handkerchief,4482290.745617573
1055,The Lady in the Van,5418912.456102581
1056,Stevie,3447.4103467132422
1057,High Noon,7630125.137483333
1058,Citizen Ruth,4584230.5066219475
1059,88 Minutes,61058892.32712679
1060,Aladdin,107492038.25341064
1061,Traitor,15295251.589653017
1062,Blue Valentine,5522778.805031782
1063,X-Men: First Class,303337792.0159593
1064,Death Becomes Her,66529459.785807244
1065,M. Butterfly,8189606.836330855
1066,One Hour Photo,31902584.067301296
1067,Once a Thief,1431052.5975979292
1068,Charade,22785500.37397088
1069,Blue in the Face,10163971.018612085
1070,Fanboys,1706669.3713798372
1071,Under the Cherry Moon,3980668.0055404166
1072,Dumb and Dumber To,162338567.90480337
1073,Shikshanachya Aaicha Gho,40702.28957448854
1074,Bonnie and Clyde,7704186.953970748
1075,Lost Highway,13356233.027647797
1076,Baywatch,159282913.19709152
1077,You Kill Me,1963491.5575829637
1078,Striptease,66932584.35945231
1079,If Looks Could Kill,6031016.787304608
1080,Hooper,8643783.20026014
1081,Monster House,161450044.72519404
1082,Saw III,24336275.483411953
1083,Nola,131401.94454400742
1084,Think Like a Man,8469471.860688664
1085,The Ring,87428401.74729675
1086,The Fighting Temptations,12025089.193595398
1087,Uncle Buck,42217463.537503324
1088,Monkey Shines,22457727.02401662
1089,Delhi Belly,2339367.6565354033
1090,For the Boys,60478520.01578538
1091,The Next Karate Kid,52710050.71037549
1092,Pennies from Heaven,34090034.52985634
1093,Frankenstein,3578787.5077113286
1094,Inglourious Basterds,148884622.09603414
1095,Searching for Bobby Fischer,5344205.786534351
1096,Land of the Dead,52265620.87860988
1097,The Vatican Tapes,10605537.291363426
1098,Capone,2310172.668373512
1099,Babel,20194856.640397664
1100,Crimes and Misdemeanors,26068221.309600763
1101,Julia,2414079.453347462
1102,Masterminds,40852366.62613152
1103,"Spring, Summer, Fall, Winter... and Spring",3316237.4869238175
1104,Willy/Milly,335762.5254952325
1105,This Film Is Not Yet Rated,1157721.9507895296
1106,Chasing Papi,1348553.7847142264
1107,Stop-Loss,23114994.90820434
1108,"Cry, the Beloved Country",322078.43937279045
1109,Sixteen Candles,20459554.51042699
1110,Parrish,4247851.638501405
1111,The Boondock Saints II: All Saints Day,9272201.636903228
1112,The Devil Inside,644793.4519787513
1113,Lucy,93511098.17054191
1114,The Other Side of Heaven,3418694.7982883807
1115,My Bloody Valentine,28502036.034783676
1116,The Ballad of Cable Hogue,3998467.2729224428
1117,Kiss Kiss Bang Bang,37676405.20050319
1118,Torque,20640677.67825007
1119,Rampage,624935.4083784212
1120,Badlapur,4001087.065476061
1121,Bewitched,129838924.02316126
1122,Return from Witch Mountain,1953708.2709395073
1123,Mindhunters,38087316.98760391
1124,Gallipoli,7919988.980209373
1125,The Guillotines,6933976.927830301
1126,The Legend of Billie Jean,5592684.785746802
1127,Cannonball Run II,15474603.34363329
1128,Deathstalker,612249.6694993646
1129,Man on Wire,1548610.0212114605
1130,K-19: The Widowmaker,101760984.9481462
1131,Dune,53460552.33121047
1132,Man of the Year,39495890.097959325
1133,Narc,7297172.598668259
1134,Lords of Dogtown,12285260.129876764
1135,Insurgent,397956533.35118616
1136,Surviving the Game,7257043.381068636
1137,Bad Moms,29667984.77967852
1138,Love and Death,8566344.911111286
1139,Lost in Thailand,695170.495741542
1140,Leprechaun,2824658.783682889
1141,An American Tail,29952679.555315964
1142,Mortal Kombat: Annihilation,50765037.50323327
1143,Joysticks,950811.5648194164
1144,Spring Breakers,5301894.674143147
1145,Paradise: Love,4045089.869896868
1146,Being Charlie,133063.28438371507
1147,Morgan,5786949.487465293
1148,Basquiat,2966855.342899668
1149,The Notorious Bettie Page,406850.567598901
1150,Baasha,175418.564039085
1151,Spartan,14595134.047136314
1152,Pinocchio,7477427.880284855
1153,A Wednesday!,1431500.9195259353
1154,The Dinner Game,10228539.918093069
1155,Tusk,2410004.246765462
1156,Road to Nowhere,611487.696867608
1157,Black Lightning,5685331.78154047
1158,The Jewel of the Nile,48508101.079907976
1159,Grown Ups,261078995.72445565
1160,On Golden Pond,20479264.285871357
1161,Purple Rain,24603987.298259646
1162,Curious George,153939710.82690805
1163,The Duel,3664948.985375906
1164,Stand and Deliver,9972851.111547437
1165,Carriers,643467.3489093159
1166,Wolf Totem,26279012.435122274
1167,Who Killed the Electric Car?,2444576.6256721956
1168,Fist of the North Star: Legend of Raoh - Chapter of Death in Love,2514543.675749313
1169,Evangelion: 1.0: You Are (Not) Alone,2515521.4228668376
1170,A Cure for Wellness,83089256.33615768
1171,From Paris with Love,31524329.82018892
1172,Tim,3786550.5243689385
1173,Buried,2368718.4340353827
1174,Dil To Pagal Hai,794731.9338223774
1175,Something Wicked This Way Comes,14040568.740764532
1176,Bipedalism,57418.473219670035
1177,Charlie and the Chocolate Factory,271915630.65162885
1178,One Chance,918251.6446297611
1179,Flubber,81510889.07264358
1180,Mutiny on the Bounty,27013788.252141453
1181,Wake Up Sid,3143701.1302967956
1182,Hot Shots!,59608460.04773135
1183,One-Eyed Jacks,16831230.165609393
1184,A Prayer for the Dying,3342979.241204209
1185,Gettysburg,4091081.301424512
1186,The Secret Life of Bees,23899664.693373963
1187,Fled,13963137.023019426
1188,Mad Foxes,292514.5618527311
1189,Gabo: The Creation of Gabriel Garcia Marquez,85116.96988248406
1190,Bloodsport II,239612.1754378342
1191,The House of Usher,64150.00350934365
1192,Wild Wild West,136694298.980214
1193,Trading Places,91390181.99951063
1194,Breach,11070537.34889691
1195,Dance with Me,15636697.893604245
1196,Marathon Man,19434014.419392213
1197,Vaali,181619.14585726522
1198,Everything You Always Wanted to Know About Sex *But Were Afraid to Ask,8412302.170050822
1199,Get Hard,67455833.03925782
1200,Legend,49644217.45491365
1201,The Mermaid,21198058.64049819
1202,The Devil's Backbone,10215436.08051868
1203,Fences,62887198.385851026
1204,The Inbetweeners Movie,2714637.8771618893
1205,Akira,8346220.3661645865
1206,Night at the Museum: Secret of the Tomb,344334963.88416994
1207,Inside Out,314513066.98659563
1208,Sophie's Choice,24077527.284889415
1209,The Adjustment Bureau,82767312.2507895
1210,Single White Female,46728229.11044041
1211,Troy,220666255.42752737
1212,The Time That Remains,769804.0795077635
1213,Mallrats,21365082.347377643
1214,Hannah Arendt,1248604.3936686444
1215,Cavalcade,1411342.5354153027
1216,In Darkness,327160.208816963
1217,Superman IV: The Quest for Peace,54978693.78328343
1218,Raise Your Voice,15437938.3502903
1219,Baby Geniuses,24810020.577911086
1220,When Did You Last See Your Father?,146244.2489536147
1221,Street Knight,119804.51122161267
1222,The Wicker Man,61912690.17671895
1223,The Company You Keep,1039765.013613634
1224,The Doctor,30287142.075376
1225,Batman: Mask of the Phantasm,11849136.11334078
1226,Escape from the Planet of the Apes,16860559.203292355
1227,Amandla! A Revolution in Four-Part Harmony,45757.53586551157
1228,Eastern Promises,48142067.29179169
1229,Wicker Park,24487387.498975687
1230,Porky's 3: Revenge,4192370.574660102
1231,The Watcher in the Woods,9125870.665093055
1232,Home Alone 3,78286693.05609803
1233,The Runaways,5228210.092031477
1234,Kolya,2106741.129927654
1235,High Heels,2018457.675056973
1236,Starchaser: The Legend of Orin,1961196.9344952086
1237,The Quest,36095797.39155012
1238,Showgirls,143007243.05066168
1239,The Great Gatsby,137551055.6273395
1240,Return of the Jedi,201123946.3255859
1241,Death Race 2000,5394190.4314175015
1242,Riff-Raff,465755.42879495106
1243,Mr. Deeds,53556368.196814224
1244,An American Rhapsody,987983.4119867102
1245,The Dinner,792271.1432573241
1246,The Waterboy,35577301.492591575
1247,Never Die Alone,5164525.299987355
1248,Last Holiday,32391127.09409651
1249,Beastly,17325468.35990112
1250,Transylmania,147752.71731796005
1251,Kubo and the Two Strings,85757749.67878902
1252,The Five-Year Engagement,65764230.09261893
1253,The Faculty,40516508.745052084
1254,While You Were Sleeping,43862550.8821178
1255,The Princess and the Frog,217700346.18738914
1256,Life,93720537.21174458
1257,Deuce Bigalow: European Gigolo,27403218.809202306
1258,He Loves Me... He Loves Me Not,317636.88112962845
1259,xXx,221033497.81302458
1260,What Maisie Knew,1577881.0851332676
1261,Aanandam,863226.906527174
1262,Top Dog,2424313.0666719493
1263,How to Train Your Dragon,291963956.2593815
1264,Angels in the Outfield,19970153.4025321
1265,Solace,10346586.654560508
1266,Mickey's Christmas Carol,6631158.913895725
1267,Welcome to the South,6277449.781896686
1268,Justice League: The New Frontier,4528749.994032072
1269,Chicken Little,223938571.51527596
1270,The Shaggy Dog,34967195.37522753
1271,"Aquí llega Condemor, el pecador de la pradera",226779.5566808968
1272,"The Karate Kid, Part III",22497465.156596538
1273,Altered States,35290155.44414171
1274,The Glass Castle,7086359.368402177
1275,Top Secret!,16260987.27986662
1276,The Land Before Time,41986815.94729751
1277,Damage,6588056.767754342
1278,Amélie,13162169.204492074
1279,Blackball,244937.02910027857
1280,Touch and Go,3848682.9040730456
1281,Big Top Pee-wee,35352413.786280245
1282,First Descent,32501.177112950314
1283,Billu,6632330.324478585
1284,Adanggaman,29117.8809618874
1285,Brave,320646558.4930508
1286,The Switch,9751527.12211158
1287,There Will Be Blood,51726803.21446758
1288,The Adventures of Baron Munchausen,44881886.43385574
1289,The Wind Rises,42102908.9014039
1290,The Hot Spot,7665649.140856429
1291,Total Eclipse,653114.7843449416
1292,Wolf Creek 2,8168040.553129741
1293,Goosebumps,97824410.5345247
1294,Tears of the Sun,85642731.99724603
1295,Macbeth,10804217.528615266
1296,The Muppet Christmas Carol,33960957.3392009
1297,Waking Up in Reno,3206119.8115316695
1298,Napoleon Dynamite,8808854.84626536
1299,The Black Cauldron,31557023.502038572
1300,Senseless,4431065.890305812
1301,North Face,2333451.4004173283
1302,Wolf Creek,2282532.4589181016
1303,Kalifornia,6193801.770985542
1304,Easy A,8188624.100097626
1305,The Bling Ring,11301271.386065645
1306,Hide Away,122529.89813002627
1307,Wild Man Blues,146572.55204846142
1308,Haywire,34542978.87553037
1309,The Lords of Discipline,3773309.702342834
1310,Aspen Extreme,3767989.1382081523
1311,New Nightmare,60042792.478589386
1312,Raiders of the Lost Ark,122936351.68111299
1313,The Bride,14331316.686420053
1314,Blade,135205867.8957613
1315,The Mummy Returns,299903399.9125808
1316,The Ballad of the Sad Cafe,806606.3579652511
1317,Cop Land,23884001.24477655
1318,Solovey-Razboynik,459608.4098665999
1319,Black Death,1071130.5384002852
1320,Going the Distance,41867958.11839132
1321,Six Degrees of Celebration,2989524.814259743
1322,Solomon and Sheba,5474118.598566967
1323,Spread,1677659.9633319764
1324,The Raven,2434939.844838404
1325,Murder at 1600,11658682.353289444
1326,Open Range,54145828.30567944
1327,Cop Car,1198969.3676004473
1328,"Hugh Hefner: Playboy, Activist and Rebel",67194.57780267512
1329,King Arthur: Legend of the Sword,297799561.61718524
1330,Romeo + Juliet,41580377.17826736
1331,A Good Year,69723724.95053455
1332,Millions,800654.217223477
1333,Outlander,54304656.3782822
1334,The SpongeBob SquarePants Movie,101155825.55913776
1335,Tank Girl,22186566.153379284
1336,Funny Ha Ha,158573.1348780183
1337,The Taking of Pelham 1 2 3,148773461.0626883
1338,Strange Days,39637946.17530493
1339,The Triplets of Belleville,1852495.4563845794
1340,Night on Earth,7955373.430789781
1341,Torrente 5: Operación Eurovegas,5912301.468465586
1342,Poetic Justice,31245303.060349975
1343,Horoscope for Good Luck,1087369.9957416535
1344,The Wrecking Crew,1502871.2044211267
1345,Paranoia,50603319.84983359
1346,Carlito's Way,56054366.199569084
1347,Green Chair,131232.16575219855
1348,Cloudy with a Chance of Meatballs 2,267454127.5921783
1349,Sergeant York,2611595.6137329414
1350,Sex Tape,54126270.90269883
1351,She Done Him Wrong,1458700.2160324315
1352,Silence,68823509.33974847
1353,Vanity Fair,16112597.953253223
1354,The Host,10694593.3428592
1355,Gantz:O,817899.6790084376
1356,The Imitation Game,19563311.55248574
1357,Heartbreaker,3221636.2298449874
1358,Blair Witch,34744360.44320848
1359,The Wedding Planner,49453384.24145229
1360,Little Man,51456810.46209026
1361,Mary of Scotland,2744517.5336645804
1362,Queen of the Damned,62221018.22170815
1363,The Natural,49987519.75948649
1364,Clean Slate,5819046.816928817
1365,A Most Wanted Man,33349921.004130356
1366,"It's a Mad, Mad, Mad, Mad World",29866168.423658777
1367,The Beach,44632151.04812858
1368,Because of Winn-Dixie,28266514.408056967
1369,Cheaper by the Dozen,81917677.23864146
1370,The Wizard of Oz,11084422.372317277
1371,The Railway Man,17080422.194756307
1372,Invincible,17632710.93962309
1373,The Andromeda Strain,22862287.600073826
1374,Gladiator 1992,3230634.1053797104
1375,95 Miles to Go,57096.94793769404
1376,"McFarland, USA",8501131.17931164
1377,The Texas Chain Saw Massacre,16692480.069515819
1378,Law Abiding Citizen,43090141.27112085
1379,Ever After: A Cinderella Story,60735722.99916487
1380,Far and Away,84987761.7344242
1381,Fast & Furious 6,139291904.71301997
1382,Ender's Game,177862850.46221143
1383,Hoodwinked!,30606117.12561005
1384,Moolaadé,296303.46737942565
1385,Red Dragon,53355303.037862696
1386,Saw VI,62413580.896929726
1387,Universal Soldier: Day of Reckoning,17160288.012778934
1388,The Emperor's New Groove,189898973.45665336
1389,Romanzo criminale,2164963.7503394503
1390,"Have Fun, Vasya!",355653.5810056301
1391,Sky Captain and the World of Tomorrow,86478932.50988856
1392,The Dirty Dozen,56676269.03573932
1393,The Debt,31674450.021523252
1394,The Ringer,11465152.751740474
1395,Remember the Titans,46599105.55401531
1396,Being There,25737690.843335725
1397,End of Days,52347183.16552831
1398,Treehouse,373760.69567904127
1399,The Funeral,3195827.402565017
1400,Dave,18074371.015386455
1401,Amour,1792160.81572305
1402,Capitalism: A Love Story,7708973.29564731
1403,Unforgiven,36461034.345892176
1404,Bowling for Columbine,5587787.73927428
1405,I'll Sleep When I'm Dead,369765.33546467585
1406,Long Live Freedom,1475047.835588112
1407,Alone in Berlin,670884.7075776922
1408,The Democratic Terrorist,367155.2906875195
1409,The Good Girl,7155396.93860979
1410,Abandon,3734025.7822235767
1411,Ladder 49,73638546.69678114
1412,Hot Shots! Part Deux,60589836.70976618
1413,Shout,2889618.9688150017
1414,Waking Life,6607855.734661845
1415,Disorder,200324.5931146581
1416,Kill Bill: Vol. 2,182682419.85963237
1417,The Priest,219248.86086260946
1418,The Adventures of Ford Fairlane,16997376.4025948
1419,Alien: Covenant,261224839.13015848
1420,That still Karloson!,1594922.2472612967
1421,How to Be a Latin Lover,1757012.4070147248
1422,The Rich Man's Wife,5579470.868771307
1423,No Mercy for the Rude,1048624.3080091833
1424,Seven Samurai,3580011.288447653
1425,Colossal,765436.4482080683
1426,Teenage Mutant Ninja Turtles,54531070.78740207
1427,Levity,3116687.0487110564
1428,Bulletproof,1402940.8367213155
1429,From Afar,174415.28726389178
1430,Plus one,113103.39197178144
1431,Couples Retreat,113811041.23885325
1432,Stuart Little 2,184420187.2771561
1433,Men in Black 3,235774057.5902648
1434,El Dorado,17601955.92024605
1435,From Russia with Love,20733482.165213276
1436,Today's Special,1020099.0365855219
1437,Primeval,3575545.1293458566
1438,The Full Monty,12077976.904399605
1439,A Girl Walks Home Alone at Night,381741.9111072902
1440,The Crazies,26296305.503648393
1441,Popular Music,426620.11215145525
1442,My Son,163606.49370177367
1443,Henry Fool,305640.1509451724
1444,Murphy's Romance,9447505.878693692
1445,Cave of Forgotten Dreams,603418.3383248382
1446,Daddy's Home,93005610.02879286
1447,Last Knights,1681572.6178558923
1448,Crimes of the Heart,1921981.7985830924
1449,Monkeybone,81367612.31022997
1450,Finding Nemo,240511707.30574036
1451,My Cousin Vinny,24979965.54697915
1452,Towelhead,599065.2277957354
1453,China Girl,252675.90044711722
1454,La Cage aux folles II,600991.0448831962
1455,Blue Streak,47824041.15481667
1456,Faster than Rabbits,2488414.2734728325
1457,Ivan Tsarevich & the Grey Wolf 3,1631342.9556110457
1458,Arthur,50335513.53505286
1459,The Prophecy,8159562.802985518
1460,Reindeer Games,72360929.04056293
1461,Going in Style,38691641.282847
1462,Simpatico,4227652.409394917
1463,For Love or Money,22886765.89140322
1464,Metallica: Through the Never,8393740.364010967
1465,"Ay, Carmela!",659275.314090326
